country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Argentina,leathery aromas horseradish stew berry lead rooty syrupy palate flavor cola chocolate raisin creamy whole taste ripe finish raisin oxidize note merlotcabernetmalbec blend strong point come across bake raisiny ,Calcura,87,20.0,Mendoza Province,Vista Flores,,Michael Schachner,@wineschach,Antucura 2011 Calcura Red (Vista Flores),Bordeaux-style Red Blend,Antucura
US,though age neutral oak wine open scent flavor hint toast butter fruit clean generic like fresh apple mouthfeel lack life fade flat finish drink ,,87,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Aubichon Cellars 2014 Chardonnay (Willamette Valley),Chardonnay,Aubichon Cellars
Italy,open aromas menthol coconut oak overripe black cherry leather exotic spice brace palate show dry black cherry cleave grind pepper green note powder sage alongside assertive grainy tannins ,Serragrilli,87,90.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Battaglio 2013 Serragrilli  (Barbaresco),Nebbiolo,Battaglio
Australia,less 13 abv lighter side rhône white spectrum offer simple pear toast marshmallow aromas flavor finish lean crisp ,B Minor,87,25.0,Victoria,Goulburn Valley,,Joe Czerwinski,@JoeCz,Ben Haines 2015 B Minor Marsanne-Roussanne (Goulburn Valley),Marsanne-Roussanne,Ben Haines
Australia,plump custardy feel still refresh thank bright apple lime aromas flavor citrus apple crisp finish ,Beacon Hill,87,13.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Beresford 2014 Beacon Hill Pinot Grigio (South Australia),Pinot Grigio,Beresford
Germany,whiff sugar cookies raspberries entice consistently please bargain buy fruity floral shade dry easygoing wine depth beyond one might presume cheeky package finish linger white peach note ,Original,87,10.0,Pfalz,,,Anna Lee C. Iijima,,Blue Fish 2015 Original Riesling (Pfalz),Riesling,Blue Fish
France,fresh crisp fruity immediately drinkable wine great freshness lively acidity perfume apple fruitiness acidity cut brightly leave vibrant textured aftertaste ,,87,32.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Bouchard Père & Fils 2014  Pouilly-Fuissé,Chardonnay,Bouchard Père & Fils
US,theres solid concentration red black berry nose wine tar soy sauce give depth solid tannic grip palate offer support array dark cherry blackberry alongside sandalwood smoke ,,87,26.0,Texas,Texas,,Alexander Peartree,,Brennan 2014 Tempranillo (Texas),Tempranillo,Brennan
US,wine good ripe almostsweet style smell taste like blackberry pie full fruit flavor smooth rich texture without noticeable tannins ,California Series,87,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Cambridge & Sunset 2014 California Series Zinfandel (California),Zinfandel,Cambridge & Sunset
Portugal,syrah castelão aragonez go blend rich juicy wine soft ripe hint tannins redberry fruit wine round smooth ready drink ,Cascas Winemaker Selection,87,10.0,Lisboa,,,Roger Voss,@vossroger,Casca Wines 2015 Cascas Winemaker Selection Red (Lisboa),Portuguese Red,Casca Wines
Italy,offer aromas suggest cherries marinate spirit underbrush whiff camphor firm rather lean palate offer grill herb licorice note sour cherry astringent tannins grip finish ,Rocche di Castelletto,87,75.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cascina Chicco 2012 Rocche di Castelletto  (Barolo),Nebbiolo,Cascina Chicco
US,theres touch 17 new oak add flavor caramel vanilla rather tart simple fruit fall generic yellowgreen apple style hint arugula ,Apreciação Estate Vineyard,87,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2014 Apreciação Estate Vineyard Chardonnay (Willamette Valley),Chardonnay,Coelho
Italy,truffle underbrush new leather chop herb aromas slowly emerge glass bright elegantly structure palate deliver tart cherry licorice tobacco alongside vibrant acidity tightly wind noble tannins still youthfully austere give time develop drink 2023–2033 ,Bussia Dardi Le Rose,93,80.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Poderi Colla 2013 Bussia Dardi Le Rose  (Barolo),Nebbiolo,Poderi Colla
Portugal,old vines many 80yearsold supply grapes ferment traditional granite lagars ripe jammy character powerful wine solid tannins great acidity allow wine age drink impressive wine 2020 ,Reserva,93,55.0,Douro,,,Roger Voss,@vossroger,Quinta da Foz 2016 Reserva Red (Douro),Portuguese Red,Quinta da Foz
US,assertive flavorful robust wine medium full body mouthfilling texture finebeaded bubble creamy viscosity wonderful layer butter apple vanilla ginger make delicious palate ,Estate Bottled Brut,93,24.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Roederer Estate NV Estate Bottled Brut Sparkling (Anderson Valley),Sparkling Blend,Roederer Estate
US,black color heavy concentrate wine thick black pepper cleave underlie streak cedar well structure unfurl depths black cherry currant vanilla develop glass finish full body start ,Reserve,93,52.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,St. Francis 2014 Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,St. Francis
US,blend work commingle 58 cabernet sauvignon 17 merlot 17 cabernet franc 4 malbec petit verdot producers vineyard caramel spark richness herbal woody tannins speak body expansive full finish awash spicy cleave ,Vermejo Deux Chevaux Vineyard,93,115.0,California,Yountville,Napa,Virginie Boone,@vboone,Tamber Bey 2014 Vermejo Deux Chevaux Vineyard Red (Yountville),Bordeaux-style Red Blend,Tamber Bey
US,dark purple flower tart boysenberry paste show nose intensely concentrate wine alongside pencil shave bay lead lot iron minerality bay leaf pine needle show herbally full texturally grippy palate give minty spice dark fruit flavor ,Dierberg,93,60.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Tantara 2015 Dierberg Pinot Noir (Santa Maria Valley),Pinot Noir,Tantara
US,dark deep aromas black cherry cleave allspice black pepper char make hearty impression appellation blend palate also rich powerful thick mouthfeel show black cherry cocoa vanilla touch asphalt rocky minerality minty finish complete experience ,,93,40.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Westerly 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,Westerly
US,complex compose vineyarddesignate wine brightly decorate flavor grapefruit pith lemon zest zippy acidity develop glass richer elements peach apricot flesh palate succulent aplomb ,Dry Stack Vineyard,93,55.0,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,Aesthete 2016 Dry Stack Vineyard Sauvignon Blanc (Bennett Valley),Sauvignon Blanc,Aesthete
Portugal,estate whose name mean four wind douro superior easternmost part douro region intensely rich solid—a classic blend region dominance touriga nacional touriga franca age wood plenty age ability blackfruitflavored wine best 2020 ,Quinta dos Quatros Ventos,93,28.0,Douro,,,Roger Voss,@vossroger,Bacalhôa Wines of Portugal 2014 Quinta dos Quatros Ventos Red (Douro),Portuguese Red,Bacalhôa Wines of Portugal
US,barton familys estate vineyard dark syrah aromas blackberry balsamic lavender thyme flower theres rich blueberry flavor core palate cocoa shave tense tannins lilac florals combine multilayered wine ,Paradise City,93,60.0,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,@mattkettmann,Barton 2013 Paradise City Syrah (Paso Robles Willow Creek District),Syrah,Barton
Italy,allure aromas darkskinned berry exotic spice earthy note till soil come together glass elegant structure palate deliver red currant marasca cherry star anise alongside bright acidity refine tannins well balance delicious drink 2022 ,Piano Alto,93,33.0,Piedmont,,,Kerin O’Keefe,@kerinokeefe,Bava 2014 Piano Alto Barbera,Barbera,Bava
Italy,allure aromas beeswax white spring flower acacia float glass vibrant palate crisp acidity offset yellow apple anjou pear nectarine slightest hint paraffin grace dry finish ,Villa Bucci Riserva,93,57.0,Central Italy,Verdicchio dei Castelli di Jesi Classico,,Kerin O’Keefe,@kerinokeefe,Bucci 2014 Villa Bucci Riserva  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Bucci
US,scott samplers experimentation extra long macerations seem imbue even sense place win case translate purple aromas grape jolly ranchers violet oil warm black licorice exotic indiancandy spice show tip sip lead rich blueberry fresh purpleflower flavor coffee cocoa finish ,Fauve Thompson Vineyard,93,75.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Central Coast Group Project 2013 Fauve Thompson Vineyard Syrah (Santa Barbara County),Syrah,Central Coast Group Project
France,smooth rich fine wine mature well good balance ripe fruit acidity bitter coffee spice note add complexity detract fruit drink 2020 ,,93,40.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Tour Grand Faurie 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Tour Grand Faurie
US,lilacs wisteria combine floral approachable nose clonal study also load cleave peppercorn rosemary elderberry aromas soft lush palate rich plum black cherry flavor level note anise potpourri fresh mint earl grey tea ,Pommard Clone,93,58.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2015 Pommard Clone Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker
US,extremely lively peppercorn aromas meet black plum blackberry dry violets lavender nose bottle vineyard manager ruben solorzano palate spicy crack pepper rosemary oil pine needle mix blackberry elderberry fruit roast lamb flavor also make appearance tannins rise finish ,,93,55.0,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Hecho por Ruben 2014 Syrah (Ballard Canyon),Syrah,Hecho por Ruben
US,three years en tirage wellevolved wine heady floral make highlight celebrate diversity creamy lush palate round richness stone fruit make predominantly pinot noir accentuate taste strawberry shortcake ,Rainbow Cuvée,93,65.0,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2013 Rainbow Cuvée Sparkling (Green Valley),Sparkling Blend,Iron Horse
Portugal,reserva version popular borba brand portugal dense powerfully tannic wine juicy black currant blackberry fruit suffuse tannins—its dry core surround richness hint dark chocolate pepper come alcohol certainly dont take away great fruitiness wine drink 2019 ,Marquês de Borba Reserva,93,75.0,Alentejo,,,Roger Voss,@vossroger,J. Portugal Ramos 2014 Marquês de Borba Reserva Red (Alentejo),Portuguese Red,J. Portugal Ramos
US,treat find great rendition rare varietal concentrate blackfruit flavor pair beautifully aromatic oak accent bold complex wine plenty tannins support intense blackberry blueberry flavor entice cinnamon cumin leather come aroma last linger finish ,,93,38.0,California,Suisun Valley,North Coast,Jim Gordon,@gordone_cellars,Judd's Hill 2014 Charbono (Suisun Valley),Charbono,Judd's Hill
US,dark gold color strong note apple skin give way tight acidity entry wine develop glass become plush fleshy impart complex elements candy quince orange blossom ,Rochioli Vineyard,93,49.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Longboard 2015 Rochioli Vineyard Chardonnay (Russian River Valley),Chardonnay,Longboard
US,marc piro continue hone craft jim clendenen au bon climat expertise show bottle combine presquile bien nacido vineyards produce wine thats zesty underripe style yet full fruit well aromas wild oregano thyme tapenade red cherry lead palate full tantalize acidity tart montmorency cherry tangy tomato fennel spice ,Points West,93,32.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Piro 2015 Points West Pinot Noir (Santa Maria Valley),Pinot Noir,Piro
US,elegant bottle two serviceindustry veterans show tons potpourri dry lavender black raspberry red plum nose flavor quite broad invite hibiscus ripe tomato mesh juniper cleave light mouthfeel weight well structure ,Reserve,93,55.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Point & Line 2015 Reserve Pinot Noir (Sta. Rita Hills),Pinot Noir,Point & Line
Portugal,producer specialize seek parcel old vines case vines plant high density unusually crook trunks wine richly tannic dense new wood flavor ripe blackplum fruit dark firm character still young develop impressively rich wine drink 2019 ,Crooked Vines Colheita,93,32.0,Douro,,,Roger Voss,@vossroger,Secret Spot Wines 2014 Crooked Vines Colheita Red (Douro),Portuguese Red,Secret Spot Wines
US,elegant beautiful aromas montmorency cherry tart orange peel balsamic fig reduction sauce prove precise show mature vine age roast fig flavor meet salt pepper season palate well structure full bright acidity ,La Encantada,93,65.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Tantara 2015 La Encantada Pinot Noir (Sta. Rita Hills),Pinot Noir,Tantara
US,extreme concentration combine velvety texture make inkydark wine make tannat dornfelder compel taste color black thin ruby rim black cherry cedar tobacco fill aroma crème de cassis meet espresso palate mouthfeel polish finegrained tannins blend rich viscosity ,Vasthoudend,93,40.0,California,Monterey,Central Coast,Jim Gordon,@gordone_cellars,White Hart Wine 2014 Vasthoudend Red (Monterey),Red Blend,White Hart Wine
US,carnerosbased producer root spain succeed velvety smooth texture juicy fruit supportive acidity black licorice spice plum give additional richness jolt dark chocolate ,,92,50.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Artesa 2014 Tempranillo (Alexander Valley),Tempranillo,Artesa
US,fruity exuberance crisp cranberry red cherry wine delight touch nuanced herb earth light body refresh maintain elegant complexity depth lovely example site winemaking ,Sexton Hill Vineyard Estate Grown Estate Bottled,92,42.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Balletto 2015 Sexton Hill Vineyard Estate Grown Estate Bottled Pinot Noir (Russian River Valley),Pinot Noir,Balletto
US,earthy aromas turn soil meet dark red currant layer smoke nose estate bottle historic vineyard strawberry smoke pork touch lavender show sip rid strong acidity arise midpalate persist deep finish ,,92,60.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Bien Nacido 2014 Pinot Noir (Santa Maria Valley),Pinot Noir,Bien Nacido
US,roast note coffee warm leather tobacco leave sagebrush stew blackberry show nose blend 70 tempranillo 20 grenache 10 cabernet sauvignon roast quality carry sip coffee char tone alongside dry plums crush gravel dusty tannins ,Toro de Paso,92,48.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Bodega de Edgar 2014 Toro de Paso Red (Central Coast),Red Blend,Bodega de Edgar
US,new project focus specific block historic cambria vineyard santa maria bench start subtle restrain aromas nectarine lemon cream hint grapefruit pith palate fresh lime toast coconut flavor hold backbone strong acid keep spill toward overripe qualities ,West Point,92,36.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Cambria 2015 West Point Chardonnay (Santa Maria Valley),Chardonnay,Cambria
Italy,pretty concentration deep saturation set stage penetrate aromas blackberry exotic spice chop green herbs rich sangiovese 10 canaiolo bright freshness linger spice finish ,Geografico,88,16.0,Tuscany,Chianti Classico,,,,Agricoltori del Chianti Geografico 2007 Geografico  (Chianti Classico),Sangiovese,Agricoltori del Chianti Geografico
France,wine aim bring casual side bordeaux friendly accessible without lose essential dry tannins fresh black currant flavor typical region brand bordeaux like ,Jacques Sans Souci,88,9.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Barrière Frères 2006 Jacques Sans Souci  (Bordeaux),Bordeaux-style Red Blend,Barrière Frères
